HINCP	NATIVITY	RAC1P	SEX	HISP	OCCP12
307000	1	1	2	1	3060
253801	1	7	1	1	3060
310504	1	1	2	1	3060
210020	1	2	1	1	3060
414200	1	1	2	1	3060
170040	1	1	1	1	3060
72500	1	1	1	1	3060
35000	1	6	2	1	3060
68300	1	1	1	1	3060
367300	1	1	1	1	3060
443000	2	1	1	1	3060
63500	1	1	1	1	3060
50000	1	1	1	1	3060
45000	2	9	1	1	3060
130030	1	1	1	1	3060
403200	1	1	2	1	3060
225300	1	1	1	1	3060
336000	1	1	1	1	3060
180000	2	1	1	1	3060
295000	1	1	1	1	3060
295000	1	1	2	1	3060
337840	1	1	1	2	3060
489100	1	1	1	1	3060
249000	1	1	1	1	3060
219920	1	1	1	1	3060
303200	2	6	1	1	3060
335000	2	6	2	1	3060
103000	1	1	1	1	3060
286000	1	1	1	1	3060
292500	2	1	2	4	3060
661940	2	6	1	1	3060
661940	1	1	2	1	3060
108000	1	1	2	1	3060
263000	2	1	1	1	3060
232100	1	1	1	1	3060
86100	1	1	1	1	3060
934200	1	1	1	1	3060
479900	2	6	1	1	3060
440120	2	2	1	1	3060
334000	1	1	2	1	3060
757600	2	6	1	1	3060
757600	1	6	2	1	3060
757600	1	1	1	1	3060
395000	1	1	1	1	3060
395000	1	6	2	1	3060
219380	1	1	1	1	3060
535000	1	1	1	1	3060
50000	1	1	1	1	3060
272600	1	1	1	1	3060
205000	1	1	1	1	3060
188300	1	1	2	1	3060
340900	1	1	1	1	3060
48000	1	1	1	1	3060
548000	2	6	1	1	3060
280000	2	1	2	1	3060
157000	1	1	2	16	3060
371000	1	1	1	2	3060
334500	1	1	1	1	3060
54100	1	1	2	1	3060
294000	1	1	2	1	3060
323000	2	6	2	1	3060
77500	1	8	2	2	3060
103400	1	6	1	1	3060
103400	2	6	2	1	3060
95880	1	1	1	1	3060
150000	1	1	2	1	3060
200000	1	1	1	1	3060
181000	1	1	2	1	3060
175200	2	9	1	1	3060
138000	2	2	2	1	3060
180150	1	1	1	1	3060
320001	2	6	1	1	3060
320001	2	6	2	1	3060
361200	1	1	2	1	3060
25000	2	6	2	1	3060
1071200	1	1	2	1	3060
504000	1	1	1	1	3060
68000	1	1	1	1	3060
264350	1	1	1	1	3060
264350	1	1	2	1	3060
260000	1	1	1	1	3060
757000	1	1	2	1	3060
350000	1	1	1	2	3060
350000	1	1	2	2	3060
184000	1	1	2	1	3060
-60000	1	1	2	1	3060
185200	1	1	1	1	3060
231500	1	1	2	1	3060
53001	1	1	1	1	3060
108000	2	6	2	1	3060
336000	1	1	1	1	3060
434000	1	2	1	1	3060
533000	1	1	1	1	3060
515100	1	9	1	1	3060
305000	1	1	1	1	3060
331000	1	1	1	1	3060
405300	1	1	2	1	3060
380550	1	1	2	1	3060
270000	1	1	1	1	3060
415000	1	1	1	1	3060
348000	2	1	2	13	3060
443000	1	1	1	4	3060
26200	2	1	1	1	3060
433600	1	1	1	1	3060
322000	1	1	1	1	3060
139600	1	1	1	1	3060
139600	1	1	2	1	3060
105500	1	1	1	1	3060
404000	1	1	1	1	3060
234500	1	1	1	1	3060
110000	1	1	1	1	3060
110000	1	1	2	1	3060
292000	2	1	1	1	3060
381000	2	1	1	23	3060
89100	1	1	2	1	3060
271400	1	1	1	1	3060
105070	1	1	2	1	3060
768000	1	1	1	1	3060
160000	2	8	1	4	3060
619000	1	1	2	1	3060
65000	1	1	2	1	3060
280500	1	1	1	1	3060
132300	2	6	2	1	3060
961000	1	1	2	1	3060
961000	2	1	1	1	3060
152500	1	1	2	1	3060
173900	1	9	1	1	3060
286150	1	1	1	1	3060
88000	2	6	2	1	3060
75000	2	6	1	1	3060
128000	1	1	1	1	3060
133340	1	1	1	1	3060
95000	1	1	1	1	3060
398000	1	1	2	1	3060
212000	1	1	1	1	3060
373000	2	6	1	1	3060
93000	2	6	1	1	3060
372000	1	1	1	1	3060
333000	1	1	1	1	3060
76000	1	1	1	1	3060
170000	1	1	2	1	3060
200000	1	1	1	1	3060
130000	2	6	1	1	3060
251920	1	1	1	2	3060
688000	1	1	1	1	3060
148000	1	1	1	1	3060
423000	1	1	1	1	3060
117000	2	6	1	1	3060
285000	1	1	1	1	3060
80000	1	1	2	1	3060
170000	1	1	2	2	3060
391000	1	1	1	1	3060
424000	1	2	1	1	3060
424000	2	2	2	1	3060
89600	1	1	2	2	3060
517400	2	6	1	1	3060
180700	2	2	1	1	3060
348900	1	1	2	1	3060
80000	1	1	2	1	3060
411000	1	1	1	1	3060
377000	1	1	1	1	3060
197000	1	1	2	1	3060
345000	1	1	1	1	3060
361900	1	1	1	1	3060
453000	1	1	1	1	3060
50000	1	1	2	1	3060
72100	2	6	2	1	3060
442000	1	1	1	1	3060
104400	1	1	1	1	3060
370000	1	1	1	1	3060
396100	1	1	2	1	3060
198000	1	1	2	1	3060
102000	1	1	1	1	3060
435600	1	1	1	1	3060
275000	1	1	1	1	3060
27000	1	6	2	1	3060
225000	1	1	1	1	3060
555000	1	1	1	1	3060
329800	1	1	1	1	3060
301260	1	1	1	24	3060
301260	1	6	2	1	3060
60000	1	6	2	1	3060
145020	1	1	2	1	3060
166000	1	1	1	1	3060
114000	2	1	1	1	3060
331000	2	6	2	1	3060
688300	2	6	1	1	3060
293000	1	1	1	1	3060
293000	2	1	2	1	3060
304200	2	1	1	4	3060
152000	2	6	1	1	3060
180000	1	1	2	1	3060
501400	1	1	1	1	3060
209000	1	1	2	1	3060
226400	1	1	1	1	3060
191000	1	1	1	1	3060
119100	2	1	1	1	3060
156000	1	1	1	1	3060
115000	2	6	2	1	3060
413000	1	2	1	1	3060
240000	1	2	1	1	3060
240000	1	2	2	1	3060
132600	1	1	2	1	3060
181000	1	1	1	1	3060
178180	1	1	2	1	3060
204400	1	1	2	1	3060
61000	1	1	2	1	3060
200000	2	6	1	1	3060
127200	1	1	1	1	3060
403000	1	1	1	1	3060
285000	1	1	1	1	3060
210000	1	1	1	1	3060
591000	2	6	1	1	3060
591000	2	6	2	1	3060
185500	1	1	1	1	3060
273000	1	1	1	1	3060
65000	2	1	2	1	3060
150000	2	6	1	1	3060
356100	1	1	1	1	3060
227000	1	1	1	1	3060
310000	1	1	1	1	3060
292800	2	6	1	1	3060
-60000	1	1	1	1	3060
104000	2	1	2	1	3060
475000	1	1	1	1	3060
331000	1	1	1	1	3060
276000	2	6	1	1	3060
324000	2	9	1	1	3060
377400	1	1	2	1	3060
107000	1	1	2	1	3060
220200	1	6	2	1	3060
338000	2	1	1	1	3060
365000	1	1	1	1	3060
648540	1	1	1	1	3060
250000	1	1	2	1	3060
58000	2	6	1	1	3060
325000	1	1	1	1	3060
272000	1	1	1	1	3060
210000	2	6	1	1	3060
154000	1	1	1	1	3060
442000	1	1	1	1	3060
442000	1	1	2	1	3060
29000	1	1	1	2	3060
363500	2	6	1	1	3060
305000	1	2	2	1	3060
88000	1	1	2	1	3060
17800	1	1	1	1	3060
371000	1	1	1	1	3060
24800	2	6	1	1	3060
504000	1	1	1	1	3060
603000	1	1	1	1	3060
49000	1	6	2	1	3060
404500	1	1	1	1	3060
279500	1	1	1	1	3060
493200	1	1	2	1	3060
140500	1	1	2	1	3060
454020	1	1	1	1	3060
252000	1	1	1	1	3060
375000	1	1	1	1	3060
174000	2	6	2	1	3060
281900	1	2	2	3	3060
370000	1	1	1	1	3060
630000	1	1	1	1	3060
559500	2	1	1	1	3060
0	1	2	1	1	3060
30000	1	1	1	1	3060
10000	1	1	2	1	3060
369900	1	1	1	1	3060
375060	1	1	1	1	3060
121500	1	1	1	1	3060
291000	1	1	2	4	3060
75200	1	1	1	1	3060
409000	1	1	1	1	3060
334600	1	1	1	1	3060
342500	1	1	1	1	3060
291000	2	1	1	1	3060
297000	1	1	1	1	3060
50000	1	1	1	1	3060
313000	1	1	2	1	3060
424050	1	1	1	1	3060
61000	1	1	1	1	3060
134000	2	1	2	1	3060
80000	1	1	1	1	3060
436550	1	1	1	1	3060
381000	2	6	2	1	3060
381000	1	1	1	5	3060
120310	1	1	2	1	3060
164000	1	1	1	1	3060
90400	1	1	1	1	3060
24000	1	1	1	1	3060
100000	2	1	1	1	3060
220000	1	6	1	1	3060
220000	1	1	2	1	3060
71000	1	1	2	1	3060
79950	1	1	1	1	3060
629000	1	1	1	1	3060
629000	2	1	2	1	3060
253000	1	1	2	1	3060
412000	1	1	2	1	3060
395000	1	1	1	1	3060
411030	1	1	1	1	3060
331000	1	1	1	1	3060
391000	1	1	2	1	3060
391000	1	1	1	1	3060
441000	1	1	2	1	3060
114800	1	1	1	1	3060
349000	1	1	1	1	3060
469000	1	1	2	1	3060
126200	2	6	1	1	3060
207500	1	1	1	1	3060
298430	1	1	1	1	3060
155600	1	1	1	1	3060
339000	1	1	1	1	3060
339000	1	1	2	1	3060
253000	2	6	2	1	3060
380000	1	1	1	1	3060
380000	1	1	2	1	3060
380000	1	1	2	1	3060
419000	2	1	1	1	3060
1275200	1	1	1	1	3060
1275200	1	1	2	1	3060
123000	1	1	1	1	3060
145000	1	1	2	1	3060
746000	1	1	1	1	3060
203800	1	1	1	1	3060
83700	1	1	2	1	3060
62000	1	1	2	1	3060
478000	1	1	1	1	3060
401200	2	1	1	2	3060
267000	1	1	2	1	3060
325000	1	1	1	1	3060
107000	1	1	1	1	3060
166000	1	1	2	1	3060
170000	1	1	1	1	3060
375000	1	1	1	1	3060
72400	2	1	2	1	3060
160000	1	9	2	1	3060
160000	1	2	1	1	3060
60000	2	6	1	1	3060
91000	1	1	2	1	3060
50550	1	1	1	1	3060
100000	1	1	1	1	3060
752800	1	1	1	1	3060
752800	1	1	2	1	3060
50000	2	6	2	1	3060
397000	1	1	1	1	3060
314400	1	1	1	24	3060
434000	2	6	2	1	3060
266000	1	1	2	1	3060
203600	1	1	1	1	3060
208000	1	1	2	1	3060
208000	2	1	2	1	3060
503000	1	1	1	1	3060
639400	2	2	1	1	3060
410500	1	1	1	2	3060
204000	1	1	1	1	3060
328000	1	1	2	1	3060
189000	1	1	2	1	3060
327300	1	1	1	1	3060
94000	1	1	1	1	3060
318000	1	6	1	1	3060
261000	1	1	2	1	3060
261000	1	1	2	1	3060
365800	2	1	2	9	3060
56004	1	1	2	1	3060
405000	1	1	1	1	3060
182000	1	1	2	1	3060
334400	2	1	1	1	3060
205100	2	1	1	16	3060
168400	1	9	1	1	3060
160000	1	1	2	1	3060
59000	1	1	2	1	3060
332000	1	1	2	1	3060
118600	1	9	1	1	3060
397500	1	1	1	1	3060
862200	1	6	2	1	3060
461000	2	1	1	2	3060
135000	2	1	1	2	3060
61000	1	1	1	1	3060
126000	1	1	2	16	3060
150000	2	6	1	1	3060
110000	1	1	2	1	3060
103400	2	6	1	1	3060
69200	2	6	1	1	3060
207000	2	6	1	1	3060
143000	1	1	1	1	3060
417500	2	9	1	1	3060
192000	2	1	2	1	3060
133700	1	1	2	1	3060
382000	1	1	2	1	3060
295000	2	1	1	1	3060
132400	2	6	1	1	3060
193400	1	2	2	1	3060
365000	1	1	1	1	3060
501000	1	1	1	1	3060
406800	1	1	2	1	3060
439000	1	1	1	1	3060
372000	1	1	1	1	3060
186000	1	1	2	1	3060
115500	1	1	2	1	3060
105000	1	1	1	1	3060
180000	1	1	2	1	3060
255000	1	1	1	1	3060
-60000	1	1	1	1	3060
130000	1	1	2	3	3060
215000	1	1	1	1	3060
85000	2	6	2	1	3060
85000	1	1	1	1	3060
46000	1	1	1	1	3060
113000	1	1	1	1	3060
228000	1	1	1	1	3060
80000	1	1	1	1	3060
201800	1	1	2	1	3060
709400	1	1	1	1	3060
483000	1	1	1	1	3060
180000	1	1	1	1	3060
123000	1	1	2	1	3060
210000	2	6	2	1	3060
324000	1	1	1	1	3060
443000	1	1	1	1	3060
443000	1	1	2	1	3060
207300	1	2	1	1	3060
211000	1	1	1	1	3060
119000	1	2	1	1	3060
372200	1	1	1	1	3060
108500	1	1	1	1	3060
398100	1	1	2	1	3060
423000	2	1	1	1	3060
150000	1	2	2	8	3060
338500	1	1	1	1	3060
72000	1	1	2	1	3060
60000	1	1	2	1	3060
263140	2	1	1	1	3060
263140	2	1	2	1	3060
260000	1	1	2	3	3060
290600	1	1	1	1	3060
166500	2	1	1	1	3060
377000	1	1	1	1	3060
56000	1	1	1	1	3060
44310	1	1	2	1	3060
127500	1	1	2	1	3060
557000	2	6	1	1	3060
119600	2	1	1	1	3060
120000	1	1	1	1	3060
606000	1	1	1	1	3060
60200	1	1	1	1	3060
228000	1	1	1	1	3060
110000	1	1	1	1	3060
497600	1	1	1	1	3060
598000	1	1	2	1	3060
598000	1	1	1	1	3060
824000	1	1	1	1	3060
824000	1	6	2	1	3060
117300	2	1	2	1	3060
178200	1	9	1	1	3060
52500	1	1	1	1	3060
117000	1	1	1	1	3060
180000	1	1	2	1	3060
573200	2	1	1	1	3060
521000	2	6	1	1	3060
404000	1	1	1	1	3060
167900	1	1	1	1	3060
499900	1	1	1	1	3060
70000	1	1	1	1	3060
110000	1	2	2	1	3060
347000	1	1	1	1	3060
285110	1	1	2	1	3060
665000	1	1	1	1	3060
99400	1	1	1	1	3060
205000	1	1	2	1	3060
205000	1	1	1	1	3060
185000	2	1	1	1	3060
514000	1	1	1	1	3060
652800	1	1	1	1	3060
250000	1	1	1	1	3060
200000	1	1	1	1	3060
300550	1	1	1	1	3060
121000	1	1	2	1	3060
402400	1	1	1	2	3060
86900	1	1	2	1	3060
86900	1	1	1	1	3060
243100	1	1	2	1	3060
292000	2	6	2	1	3060
603100	1	1	1	1	3060
603100	1	1	1	1	3060
378200	1	2	2	1	3060
297240	1	9	2	1	3060
163000	2	6	2	1	3060
163000	2	6	1	1	3060
790000	1	1	1	1	3060
426500	1	1	1	1	3060
111000	1	1	1	1	3060
328000	1	1	1	1	3060
24000	1	1	1	1	3060
473600	1	6	1	1	3060
473600	1	6	2	1	3060
166000	1	1	2	1	3060
409000	2	6	1	1	3060
585000	1	1	2	1	3060
193720	1	1	2	1	3060
282630	1	1	1	1	3060
325080	1	1	1	1	3060
548000	2	1	2	1	3060
334000	2	6	1	1	3060
256500	1	1	1	1	3060
369000	1	1	2	1	3060
483000	1	1	1	1	3060
300000	1	6	2	1	3060
46000	1	1	2	1	3060
397200	2	6	2	1	3060
54000	1	1	1	1	3060
387000	2	1	1	1	3060
504000	2	1	1	1	3060
402000	1	1	1	1	3060
571000	1	1	1	1	3060
511000	1	1	1	1	3060
511000	2	1	2	1	3060
264400	2	6	1	1	3060
220000	2	6	2	1	3060
220000	2	9	1	1	3060
186400	1	1	2	1	3060
186400	1	1	1	1	3060
230500	1	1	1	1	3060
139900	1	1	1	1	3060
614300	2	6	2	1	3060
190000	2	1	1	1	3060
362000	2	1	2	1	3060
362000	2	6	1	1	3060
96000	1	1	1	1	3060
202350	1	1	2	1	3060
360000	1	1	1	1	3060
200000	1	1	1	1	3060
539000	2	1	1	1	3060
67000	2	1	2	1	3060
421000	1	1	1	1	3060
229000	2	6	2	1	3060
72000	2	2	1	1	3060
284000	1	1	1	1	3060
519000	1	1	1	1	3060
415000	1	1	2	1	3060
415000	1	1	2	1	3060
331000	2	1	1	4	3060
9300	1	1	1	1	3060
219300	1	1	2	1	3060
403000	2	6	1	1	3060
79000	2	6	1	1	3060
331000	2	6	1	1	3060
308400	2	6	1	1	3060
343000	1	1	1	1	3060
145800	1	1	1	1	3060
100000	2	1	1	23	3060
184900	1	1	1	1	3060
55900	1	1	1	1	3060
230000	1	1	1	1	3060
45700	2	6	2	1	3060
1123000	1	1	1	1	3060
1123000	2	6	2	1	3060
433000	1	1	1	1	3060
440000	1	1	2	1	3060
60000	1	1	1	1	3060
403000	2	1	1	1	3060
468000	1	1	2	1	3060
468000	1	1	1	1	3060
130000	2	1	2	1	3060
370800	1	1	1	1	3060
322000	1	1	1	1	3060
449600	2	9	1	1	3060
391000	2	9	1	1	3060
108000	1	1	2	1	3060
108000	1	1	1	1	3060
60000	1	1	2	1	3060
37000	2	1	2	1	3060
357300	2	1	1	16	3060
281000	1	1	2	1	3060
47800	1	1	2	1	3060
343400	1	1	1	1	3060
528000	2	6	1	1	3060
528000	1	6	2	1	3060
270000	1	1	1	1	3060
270000	1	1	2	21	3060
164440	1	1	1	1	3060
113800	1	1	1	1	3060
325300	1	1	1	1	3060
89000	2	6	1	1	3060
120000	2	6	2	1	3060
721350	2	1	1	1	3060
495800	1	6	1	1	3060
561000	1	1	1	1	3060
561000	1	1	2	1	3060
373500	1	1	1	1	3060
200600	1	1	2	3	3060
124000	1	1	1	1	3060
124000	1	1	2	1	3060
605000	1	1	1	1	3060
122000	1	9	1	1	3060
27800	1	1	1	1	3060
481000	1	6	1	1	3060
274400	1	2	2	1	3060
389000	1	2	1	1	3060
289150	1	1	1	1	3060
245200	1	1	1	1	3060
213500	1	1	1	1	3060
758000	1	1	1	1	3060
395000	1	1	1	1	3060
210000	1	1	1	1	3060
281000	2	6	1	1	3060
130000	1	1	1	1	3060
342800	2	6	2	1	3060
130400	1	1	1	1	3060
79000	1	6	2	1	3060
395000	1	1	1	1	3060
742000	2	6	1	1	3060
742000	2	6	2	1	3060
140000	1	1	2	1	3060
79600	2	1	1	16	3060
54000	1	9	2	1	3060
631000	1	1	2	1	3060
703300	2	6	2	1	3060
638000	1	1	2	1	3060
638000	1	1	1	1	3060
373000	1	6	1	1	3060
373000	2	6	1	1	3060
403000	1	1	1	1	3060
91000	1	1	1	1	3060
477900	1	1	1	1	3060
190000	2	1	1	1	3060
35000	1	1	2	2	3060
338000	1	6	1	1	3060
338000	1	6	2	1	3060
311000	2	6	1	7	3060
375000	2	2	1	1	3060
173300	1	1	1	1	3060
291250	1	1	2	1	3060
192800	1	1	2	1	3060
30000	2	1	1	1	3060
57500	1	1	1	1	3060
584000	1	6	2	1	3060
658500	1	1	2	1	3060
212000	1	1	1	1	3060
64000	1	1	1	8	3060
300000	1	6	1	1	3060
300000	1	6	2	1	3060
150000	2	1	2	1	3060
150000	1	1	1	1	3060
704000	1	1	2	1	3060
298000	1	1	1	1	3060
298000	1	1	2	1	3060
92500	1	1	1	1	3060
206000	1	9	1	1	3060
160000	2	8	2	4	3060
242000	1	1	2	1	3060
450000	1	1	1	1	3060
390800	1	1	1	1	3060
216000	1	1	1	1	3060
147000	1	1	1	1	3060
564000	1	6	2	1	3060
564000	1	1	1	2	3060
253600	1	1	1	1	3060
200000	1	1	2	1	3060
145500	1	1	1	1	3060
593000	1	1	1	1	3060
118000	2	1	1	11	3060
325000	1	1	1	1	3060
65000	2	2	1	1	3060
143000	1	1	1	3	3060
199000	1	1	1	1	3060
637000	1	1	1	1	3060
338000	1	1	1	1	3060
401400	1	1	1	1	3060
459010	1	1	1	1	3060
459010	1	1	2	1	3060
152000	1	1	2	1	3060
320700	2	1	2	1	3060
200000	1	1	1	1	3060
370200	1	1	1	1	3060
195000	1	1	1	1	3060
160000	1	1	1	1	3060
47700	1	1	1	1	3060
67000	1	1	1	1	3060
433800	1	1	1	1	3060
286000	1	9	2	1	3060
225000	1	1	1	1	3060
140000	1	1	1	1	3060
299000	1	1	1	1	3060
36200	2	1	1	1	3060
468000	1	1	1	1	3060
198000	1	1	1	1	3060
95000	1	1	2	1	3060
363500	1	1	1	1	3060
222000	1	1	1	1	3060
127500	1	1	1	1	3060
567000	1	6	1	1	3060
332000	1	1	2	1	3060
456000	1	1	1	3	3060
456000	1	1	2	3	3060
193300	1	1	1	3	3060
1086150	2	6	1	1	3060
1086150	2	6	2	1	3060
165000	1	1	1	1	3060
413600	2	1	1	1	3060
208000	1	1	2	1	3060
125000	1	1	1	1	3060
504500	1	1	1	1	3060
330000	1	1	1	1	3060
250000	1	2	2	1	3060
324000	1	1	1	1	3060
674000	1	1	1	1	3060
642700	1	1	1	1	3060
438000	1	1	1	1	3060
335000	1	1	2	1	3060
155000	1	1	1	1	3060
58970	1	9	1	1	3060
190000	1	6	1	1	3060
220000	2	6	1	1	3060
140000	1	1	1	1	3060
73000	1	1	2	1	3060
73000	2	1	1	1	3060
99630	2	6	1	1	3060
79400	1	1	2	1	3060
99430	2	1	1	1	3060
599000	1	6	2	1	3060
74000	2	1	1	1	3060
475000	1	1	1	1	3060
204000	1	1	2	1	3060
204000	2	1	1	1	3060
501000	1	1	1	1	3060
109000	2	1	1	11	3060
150000	1	1	1	1	3060
690200	1	6	1	1	3060
226000	1	1	1	1	3060
69000	1	1	2	1	3060
143560	1	1	1	1	3060
375000	1	1	1	1	3060
108000	1	1	1	1	3060
393000	1	1	1	1	3060
104900	1	1	1	1	3060
150000	2	1	1	1	3060
150000	2	1	2	1	3060
242000	1	1	1	1	3060
609700	1	1	1	1	3060
109390	2	6	2	1	3060
235004	1	1	1	1	3060
428300	1	6	1	1	3060
428300	1	1	2	1	3060
420000	1	1	1	1	3060
391000	2	1	1	4	3060
1269000	2	1	2	1	3060
60000	2	6	2	1	3060
120000	1	1	2	1	3060
170900	2	6	1	1	3060
343000	1	1	1	1	3060
47100	2	1	1	2	3060
250000	1	1	1	1	3060
325000	1	1	1	1	3060
314000	1	1	1	1	3060
314000	2	1	2	1	3060
477600	1	1	1	1	3060
48000	2	6	1	1	3060
371450	1	1	1	1	3060
331000	1	1	1	1	3060
330000	1	1	2	1	3060
330000	1	1	1	1	3060
408900	1	1	1	1	3060
504000	1	1	1	1	3060
301000	1	1	2	1	3060
227500	1	1	1	3	3060
125000	2	1	1	1	3060
328000	1	1	1	1	3060
200670	1	1	1	1	3060
351800	1	9	1	1	3060
63300	1	1	1	1	3060
380000	2	1	1	1	3060
315000	1	1	1	1	3060
353500	1	1	1	1	3060
12700	2	6	2	1	3060
564000	1	1	1	1	3060
45400	2	6	2	1	3060
102000	2	6	1	1	3060
102000	2	6	2	1	3060
347000	1	1	1	1	3060
50000	2	1	1	1	3060
742000	1	1	2	1	3060
169560	1	1	1	1	3060
170200	1	6	2	1	3060
152000	2	6	1	1	3060
25000	1	1	2	1	3060
270000	1	1	1	1	3060
270000	1	1	2	1	3060
341000	1	1	1	1	3060
591000	2	6	2	1	3060
348000	1	6	1	1	3060
430000	2	1	2	1	3060
206800	1	3	1	1	3060
447000	1	1	2	1	3060
447000	1	1	1	1	3060
83600	1	1	1	1	3060
332000	1	1	1	1	3060
245500	2	6	1	1	3060
80000	2	6	2	1	3060
474400	1	1	1	1	3060
483500	1	1	1	1	3060
201000	1	1	1	1	3060
150000	1	1	2	1	3060
255000	2	1	1	1	3060
238000	2	6	1	1	3060
252000	1	1	2	1	3060
517000	2	1	2	1	3060
260000	1	1	1	1	3060
414000	1	1	1	1	3060
72000	1	1	1	1	3060
97750	1	6	2	1	3060
136500	1	1	1	1	3060
211000	1	1	2	1	3060
120000	1	1	2	1	3060
101000	1	1	1	1	3060
226000	1	1	1	1	3060
342600	2	6	1	1	3060
379000	1	1	2	1	3060
377000	1	1	1	1	3060
150000	2	1	1	1	3060
260000	1	1	1	1	3060
100000	1	1	1	1	3060
480000	1	1	1	1	3060
414000	1	1	1	1	3060
581220	1	1	2	1	3060
213200	1	1	1	1	3060
65000	2	1	1	1	3060
508500	1	1	1	1	3060
371000	1	1	2	1	3060
324000	1	1	1	1	3060
345000	1	1	1	1	3060
353000	1	1	1	1	3060
353000	1	1	2	1	3060
306000	1	1	1	1	3060
18000	1	1	1	1	3060
140000	2	1	2	16	3060
586000	2	1	1	4	3060
246000	2	6	2	1	3060
4000	1	1	1	1	3060
108000	1	1	1	1	3060
126900	1	1	1	1	3060
240000	1	1	1	1	3060
4000	1	1	2	1	3060
33500	1	1	2	1	3060
100000	1	1	1	1	3060
200000	1	1	1	1	3060
150000	1	1	2	1	3060
100000	1	1	1	1	3060
597000	1	1	2	1	3060
228000	1	1	1	1	3060
74000	2	1	1	16	3060
331000	1	1	1	1	3060
152830	1	1	1	1	3060
433000	1	1	1	1	3060
87700	2	6	1	1	3060
70000	1	6	1	1	3060
77000	1	2	2	1	3060
44000	1	1	1	1	3060
44000	1	1	2	1	3060
335000	1	1	1	1	3060
401000	1	1	1	1	3060
259000	1	1	2	1	3060
311000	1	1	1	1	3060
90000	2	6	2	1	3060
360000	2	1	1	1	3060
328000	1	1	1	1	3060
163000	2	2	1	1	3060
403000	1	6	1	1	3060
102000	1	1	2	19	3060
150000	1	1	1	1	3060
330600	2	6	1	1	3060
459000	1	1	1	1	3060
673000	1	8	1	2	3060
120000	1	1	1	1	3060
142200	1	1	1	1	3060
292300	2	1	1	1	3060
180000	1	1	1	1	3060
339000	1	1	2	1	3060
102000	2	1	1	1	3060
31000	2	1	2	1	3060
331000	1	1	1	4	3060
90100	1	1	1	1	3060
199900	2	6	1	1	3060
48000	1	9	1	1	3060
325000	1	1	1	1	3060
185800	1	1	1	1	3060
51330	2	6	1	1	3060
403000	2	1	1	1	3060
711000	1	1	1	1	3060
711000	1	1	2	1	3060
165000	1	1	1	1	3060
108700	1	1	1	1	3060
731000	1	1	1	1	3060
225000	1	1	1	1	3060
65000	2	6	1	1	3060
65000	2	6	2	1	3060
345100	2	6	1	1	3060
333080	2	6	1	1	3060
333080	2	6	2	1	3060
396100	1	1	1	1	3060
309000	1	1	2	1	3060
65000	1	1	1	1	3060
403000	2	6	1	1	3060
403000	2	9	2	1	3060
46600	1	1	2	1	3060
212900	1	1	1	1	3060
169410	1	1	1	1	3060
60000	1	1	1	1	3060
360000	1	1	1	1	3060
61000	1	1	1	1	3060
136000	1	1	1	15	3060
25000	2	6	1	1	3060
340000	1	1	1	1	3060
110000	1	1	1	1	3060
178600	1	1	1	1	3060
52000	1	6	1	1	3060
350000	2	1	1	19	3060
139000	1	1	2	1	3060
30000	2	1	2	1	3060
175600	1	1	2	1	3060
314000	2	6	1	1	3060
392500	1	1	2	1	3060
185000	1	1	1	1	3060
73000	1	1	2	4	3060
452000	1	1	2	1	3060
452000	1	1	1	1	3060
345000	1	1	1	1	3060
112000	1	1	1	1	3060
391030	1	1	1	3	3060
150600	2	1	2	6	3060
453000	1	1	1	1	3060
312000	1	1	1	1	3060
104700	1	1	1	1	3060
25000	2	6	1	1	3060
213000	1	1	1	1	3060
213000	1	1	2	1	3060
110000	1	2	1	1	3060
157500	1	2	2	1	3060
265500	1	1	1	1	3060
194354	2	1	1	1	3060
60000	1	1	1	1	3060
132000	1	1	2	1	3060
150000	2	6	2	1	3060
226400	2	6	1	1	3060
226400	1	6	1	1	3060
340000	1	1	1	1	3060
62100	1	1	1	16	3060
213770	1	1	1	1	3060
480000	1	1	1	1	3060
172300	1	1	1	1	3060
318000	1	1	1	1	3060
640000	2	1	1	4	3060
640000	1	1	2	1	3060
445150	1	1	1	1	3060
383000	1	1	1	1	3060
630000	1	1	1	1	3060
630000	1	1	2	1	3060
331000	1	1	1	1	3060
64000	1	1	2	1	3060
50000	1	1	1	2	3060
161200	2	1	1	1	3060
291000	1	1	1	1	3060
423000	1	1	1	1	3060
180000	1	1	2	1	3060
348100	1	1	2	1	3060
937000	1	1	1	1	3060
937000	1	1	2	1	3060
449000	1	1	2	1	3060
211404	1	1	1	1	3060
330600	1	1	2	1	3060
151000	1	6	1	1	3060
151000	1	6	2	1	3060
156000	1	1	1	1	3060
140640	1	1	1	1	3060
50080	1	1	2	1	3060
328050	2	6	1	1	3060
306200	1	1	1	1	3060
233200	1	1	1	1	3060
540850	2	6	1	1	3060
278400	1	6	2	1	3060
304400	1	1	1	1	3060
205050	1	1	2	1	3060
221850	2	1	1	1	3060
25000	1	1	2	1	3060
280000	1	1	2	1	3060
63500	1	1	2	1	3060
155000	1	6	1	1	3060
457400	1	1	1	1	3060
729000	2	6	1	1	3060
360000	1	2	2	1	3060
20400	1	1	1	1	3060
414300	1	1	1	1	3060
406000	1	1	1	1	3060
94000	1	1	1	1	3060
140000	1	1	1	1	3060
160400	1	1	1	1	3060
150000	1	1	1	2	3060
