HINCP	NATIVITY	RAC1P	SEX	HISP	OCCP12
97000	2	1	2	1	3060
65750	1	1	1	3	3060
95000	1	1	2	1	3060
190000	1	1	1	1	3060
504000	1	1	1	1	3060
277000	2	1	1	1	3060
342000	2	6	1	1	3060
325000	1	1	1	1	3060
240000	1	1	2	1	3060
50500	1	1	1	1	3060
16500	1	1	1	1	3060
290600	1	1	2	1	3060
100000	2	6	1	1	3060
100000	2	6	2	1	3060
231000	1	1	1	1	3060
130000	2	6	1	1	3060
368900	1	1	2	3	3060
196000	1	9	1	3	3060
425000	1	6	1	1	3060
425000	1	6	2	1	3060
190000	1	1	1	1	3060
35000	2	1	1	2	3060
100000	1	2	2	1	3060
416000	2	1	2	1	3060
467000	1	1	1	1	3060
467000	1	1	1	1	3060
130000	1	1	2	1	3060
15000	1	1	1	1	3060
100000	2	2	1	1	3060
252000	1	1	1	1	3060
211000	2	6	1	1	3060
336200	2	2	1	1	3060
336200	1	2	2	1	3060
127300	1	1	1	1	3060
44100	2	1	2	1	3060
272000	1	1	1	1	3060
316600	1	1	1	1	3060
286300	1	3	1	1	3060
270880	1	1	1	1	3060
325000	1	1	1	1	3060
325000	1	1	2	1	3060
451300	1	1	1	1	3060
634500	1	1	1	1	3060
169900	1	1	2	1	3060
83000	1	1	1	1	3060
124000	1	1	2	1	3060
40000	1	1	1	1	3060
140900	2	1	1	1	3060
47000	1	2	2	1	3060
445040	2	6	1	1	3060
445040	2	6	2	1	3060
470000	1	3	2	1	3060
341300	2	1	1	1	3060
94000	1	1	1	1	3060
638000	1	1	2	1	3060
555380	1	1	1	1	3060
45000	1	1	2	1	3060
25000	2	6	2	1	3060
291800	1	1	1	1	3060
190000	1	1	1	1	3060
40200	1	1	1	1	3060
180000	2	6	1	1	3060
51500	1	1	1	1	3060
232000	1	1	1	1	3060
395000	1	1	2	1	3060
348600	1	1	2	1	3060
348600	1	1	1	1	3060
88800	1	1	1	1	3060
96000	1	1	1	1	3060
364000	1	1	2	1	3060
220000	1	1	2	1	3060
144900	2	1	1	6	3060
174000	1	1	1	1	3060
306000	1	1	2	1	3060
446600	1	1	1	1	3060
499500	1	9	2	1	3060
530000	1	1	2	1	3060
349760	1	1	1	1	3060
320100	1	1	1	1	3060
160000	1	6	2	1	3060
55700	1	1	1	1	3060
434000	1	1	2	3	3060
403000	1	1	1	1	3060
236800	1	1	2	1	3060
538000	1	1	1	1	3060
85000	1	1	1	1	3060
75600	1	2	1	1	3060
316000	1	1	1	1	3060
14400	2	1	1	4	3060
624000	1	1	2	1	3060
165000	1	1	2	1	3060
250000	1	1	1	1	3060
132000	1	1	1	1	3060
50000	2	1	2	1	3060
65000	1	1	1	1	3060
351000	1	1	1	1	3060
245000	1	1	2	1	3060
442410	1	1	1	1	3060
200700	1	1	2	1	3060
185000	1	1	2	1	3060
60830	1	1	2	1	3060
261000	1	1	1	1	3060
200000	2	2	1	1	3060
608110	1	1	2	1	3060
55320	1	1	1	1	3060
5800	1	1	1	1	3060
449000	1	1	2	1	3060
274000	1	6	2	1	3060
314000	1	1	2	1	3060
378700	1	1	1	1	3060
140000	2	2	2	1	3060
297200	1	1	1	1	3060
176200	1	1	1	21	3060
332200	1	1	1	1	3060
78000	1	1	1	24	3060
160000	1	1	1	1	3060
265000	1	1	1	1	3060
313200	2	6	1	1	3060
58000	2	6	1	1	3060
465050	2	6	2	1	3060
78000	2	6	1	1	3060
78000	2	6	2	1	3060
324000	1	1	1	1	3060
146600	1	1	1	1	3060
411000	1	1	2	1	3060
473000	2	1	1	1	3060
714960	1	1	2	1	3060
714960	1	1	1	1	3060
379000	1	1	2	1	3060
117000	1	1	1	1	3060
127000	1	1	1	1	3060
314000	1	1	1	1	3060
340000	1	1	1	1	3060
443600	2	1	1	1	3060
120000	1	1	2	1	3060
120000	1	1	1	1	3060
278300	2	6	1	1	3060
278300	2	6	2	1	3060
231300	2	6	1	24	3060
45000	2	1	2	1	3060
10400	1	1	2	1	3060
10400	1	1	1	9	3060
280000	2	1	1	13	3060
132200	1	1	1	1	3060
392500	1	1	1	1	3060
427000	1	1	2	1	3060
614680	1	1	1	1	3060
160700	1	1	1	1	3060
476000	2	6	2	1	3060
195000	1	1	1	1	3060
106000	2	6	1	1	3060
628200	1	1	1	1	3060
180700	1	1	2	1	3060
92200	1	2	1	1	3060
240000	1	1	2	1	3060
240000	1	1	1	1	3060
492000	1	1	1	1	3060
300000	2	6	2	1	3060
195000	1	1	1	1	3060
398530	1	1	1	1	3060
297000	2	6	1	1	3060
71000	1	1	1	1	3060
125000	1	1	1	1	3060
120000	1	6	1	1	3060
120000	1	6	2	1	3060
238800	1	1	1	1	3060
80000	1	6	2	1	3060
363500	1	1	1	1	3060
308000	2	6	1	1	3060
260000	2	6	1	1	3060
260000	1	6	2	1	3060
338000	1	1	1	1	3060
324000	1	1	1	1	3060
245000	1	6	1	1	3060
222000	2	6	2	1	3060
263000	1	1	2	1	3060
415000	1	1	2	1	3060
415000	1	1	1	1	3060
338080	1	1	1	1	3060
578100	1	1	1	1	3060
187000	1	1	2	1	3060
50000	2	6	1	1	3060
325000	2	6	2	1	3060
397050	1	6	1	1	3060
104500	2	6	1	1	3060
375100	2	1	1	1	3060
375100	2	1	2	1	3060
230000	1	6	1	1	3060
463001	2	1	1	16	3060
230000	1	1	1	1	3060
498000	2	9	1	1	3060
325200	1	1	1	1	3060
200000	1	1	2	1	3060
354000	1	1	1	1	3060
322500	1	1	1	1	3060
38000	1	1	1	1	3060
50000	2	6	1	1	3060
335400	2	6	2	1	3060
470500	2	6	2	1	3060
326000	1	1	1	1	3060
227400	1	1	1	1	3060
410000	2	1	2	1	3060
347000	1	1	1	1	3060
275000	1	1	2	2	3060
124000	1	6	1	1	3060
300000	1	1	2	1	3060
79000	1	1	2	1	3060
142800	2	6	1	1	3060
325000	1	1	1	1	3060
121300	1	1	1	1	3060
60000	1	1	1	1	3060
648550	1	1	2	1	3060
593000	1	1	1	1	3060
202500	1	1	2	1	3060
202500	1	1	1	1	3060
229000	1	6	2	1	3060
704300	1	1	1	1	3060
175000	1	6	1	1	3060
175000	1	9	2	1	3060
82000	1	1	1	1	3060
346000	1	1	2	1	3060
333000	1	1	2	1	3060
90000	1	1	2	1	3060
83100	2	1	2	4	3060
375070	1	1	1	1	3060
373000	2	6	1	1	3060
200000	1	1	1	1	3060
425000	1	1	2	1	3060
45000	1	8	2	3	3060
298000	1	1	1	1	3060
230100	1	1	1	1	3060
132400	1	1	1	1	3060
354600	1	1	2	1	3060
245000	1	6	1	1	3060
38800	1	6	2	1	3060
353900	1	1	1	1	3060
427200	1	1	1	1	3060
774100	2	1	1	1	3060
542000	1	1	1	1	3060
542000	2	1	2	1	3060
77600	1	1	2	1	3060
463000	1	1	1	1	3060
304400	1	1	1	1	3060
80000	1	1	1	3	3060
350000	2	6	1	1	3060
238100	2	6	1	1	3060
406000	1	1	1	1	3060
308000	1	1	2	1	3060
42340	1	1	1	1	3060
106000	2	1	1	1	3060
318000	1	1	1	1	3060
220000	1	1	1	1	3060
384000	1	1	1	1	3060
313000	1	1	1	1	3060
239000	1	1	2	1	3060
167500	1	1	2	1	3060
89000	1	1	1	1	3060
22900	2	6	1	1	3060
228100	2	6	2	1	3060
546000	2	1	2	1	3060
546000	2	1	1	1	3060
378000	1	1	1	1	3060
127000	1	6	1	1	3060
8000	2	6	2	1	3060
50000	1	1	1	1	3060
246000	1	1	2	1	3060
292020	1	1	1	1	3060
331900	1	1	1	1	3060
-60000	2	6	2	1	3060
50000	2	1	1	23	3060
600000	1	1	2	1	3060
75000	2	6	2	1	3060
64700	1	1	1	1	3060
168000	1	1	2	1	3060
413000	2	1	2	1	3060
660200	1	1	1	1	3060
358100	2	6	1	1	3060
160000	1	1	1	1	3060
311000	1	9	2	1	3060
297000	1	1	1	1	3060
124000	1	1	1	1	3060
72000	1	1	2	2	3060
55000	1	1	1	1	3060
129000	2	6	1	1	3060
177880	1	1	2	1	3060
331000	2	1	1	23	3060
401000	2	2	1	3	3060
297000	1	1	1	1	3060
468000	2	6	2	1	3060
119000	1	1	1	1	3060
521700	1	1	1	1	3060
36300	1	1	1	1	3060
396000	1	1	1	1	3060
459300	2	6	1	1	3060
157100	1	1	2	1	3060
70000	2	1	2	21	3060
353000	1	1	1	1	3060
324000	2	1	1	1	3060
151000	1	1	2	1	3060
403010	1	1	1	1	3060
70100	1	1	2	1	3060
604000	1	2	1	1	3060
604000	2	2	2	1	3060
986000	2	6	1	1	3060
270010	1	2	1	1	3060
90000	1	1	1	1	3060
371000	1	1	1	1	3060
504000	1	1	1	1	3060
233600	1	1	1	1	3060
441000	1	1	1	1	3060
428000	1	1	1	1	3060
575200	1	1	1	1	3060
575200	1	1	2	1	3060
152120	2	6	1	1	3060
115000	2	6	1	1	3060
111000	1	1	1	1	3060
537000	1	1	1	1	3060
48000	1	1	1	1	3060
328000	1	1	1	2	3060
78800	2	6	2	1	3060
224000	1	1	1	1	3060
511000	1	6	1	1	3060
348001	1	1	1	1	3060
101000	1	1	1	1	3060
80600	1	1	1	1	3060
80600	1	1	2	1	3060
317000	1	1	1	1	3060
143300	1	1	1	1	3060
100000	1	1	2	1	3060
47501	1	1	1	1	3060
47501	2	1	2	16	3060
81900	2	1	1	1	3060
214680	1	1	1	1	3060
249400	1	1	1	1	3060
703000	1	1	2	1	3060
396000	1	1	1	1	3060
445800	1	1	1	1	3060
116000	1	1	2	1	3060
137100	1	1	1	1	3060
289000	1	1	1	1	3060
327000	1	1	2	1	3060
500000	1	1	1	1	3060
500000	1	1	2	1	3060
334700	1	1	1	1	3060
65100	1	6	1	1	3060
196000	2	1	2	1	3060
369000	2	1	1	1	3060
223000	1	1	2	1	3060
68000	1	1	1	1	3060
431500	1	1	1	1	3060
1040000	1	1	1	1	3060
347000	2	6	2	1	3060
371000	1	1	1	4	3060
418000	1	6	1	1	3060
331900	1	1	1	1	3060
155000	1	1	1	1	3060
338000	1	1	1	1	3060
333000	1	1	1	1	3060
372000	1	1	1	1	3060
56000	1	1	1	1	3060
69300	2	6	2	1	3060
217600	1	1	1	1	3060
148000	1	1	1	1	3060
664000	2	1	1	1	3060
664000	2	1	2	1	3060
336000	1	1	1	1	3060
555600	1	1	1	1	3060
376600	1	1	1	1	3060
325000	1	1	1	1	3060
285400	1	1	2	1	3060
455000	2	1	1	1	3060
1296400	1	6	1	1	3060
155000	1	1	1	1	3060
120000	1	1	2	1	3060
120000	1	1	1	1	3060
100000	1	6	1	1	3060
303000	1	1	1	1	3060
294000	1	2	1	1	3060
100000	1	1	2	1	3060
405990	2	1	1	1	3060
210000	1	6	1	1	3060
210000	1	1	2	1	3060
180000	1	9	1	1	3060
296250	1	1	2	1	3060
309100	1	1	1	1	3060
61100	2	1	1	1	3060
273800	1	1	2	1	3060
417000	1	1	1	1	3060
50170	1	1	2	1	3060
77000	1	1	1	1	3060
600000	2	1	2	1	3060
412700	1	1	1	1	3060
35000	1	1	2	1	3060
343500	1	1	1	1	3060
187930	1	1	2	1	3060
52090	1	1	1	1	3060
327600	1	1	1	1	3060
180000	1	1	1	23	3060
423000	1	1	1	1	3060
75000	1	1	1	1	3060
411000	1	1	1	1	3060
446000	2	6	1	1	3060
281000	1	1	2	1	3060
306700	1	1	2	1	3060
167000	1	1	2	1	3060
479400	2	6	1	1	3060
448000	1	1	1	1	3060
135000	1	1	1	3	3060
350000	1	1	2	1	3060
159500	1	6	1	1	3060
159500	1	1	2	1	3060
466000	1	1	1	1	3060
466000	1	1	2	1	3060
491700	2	1	1	1	3060
164000	1	1	1	1	3060
222150	1	1	1	1	3060
328800	1	1	1	1	3060
-60000	1	1	2	1	3060
343000	1	1	1	1	3060
109000	1	1	1	1	3060
182600	1	1	1	1	3060
185000	1	1	2	1	3060
116850	1	1	1	1	3060
618000	1	1	2	1	3060
55000	1	1	1	1	3060
122600	2	1	1	13	3060
262000	1	1	1	1	3060
74500	1	1	1	1	3060
280350	1	1	1	1	3060
81000	1	1	1	1	3060
403300	1	1	1	1	3060
167000	1	1	2	1	3060
324000	2	6	1	1	3060
324000	1	6	2	1	3060
226000	2	1	2	1	3060
315000	1	1	1	1	3060
300000	1	1	2	1	3060
136000	1	1	2	1	3060
112000	1	1	1	1	3060
135000	1	1	1	1	3060
98500	1	1	2	1	3060
46000	1	1	1	1	3060
504000	2	1	1	1	3060
543000	1	6	2	1	3060
87000	1	1	2	1	3060
210000	2	6	1	1	3060
129400	1	1	1	1	3060
417500	1	1	1	1	3060
170780	1	1	2	1	3060
52000	1	1	1	3	3060
162000	2	9	1	1	3060
398400	1	1	2	1	3060
398400	1	1	1	1	3060
328760	1	1	1	1	3060
338000	1	1	1	1	3060
333000	2	1	1	1	3060
336200	1	1	1	1	3060
18800	1	1	1	1	3060
28100	1	1	1	1	3060
288000	1	1	2	1	3060
398500	1	1	2	1	3060
70000	2	1	2	1	3060
370000	1	1	1	1	3060
105000	1	1	2	1	3060
711000	1	1	1	1	3060
332200	1	1	1	1	3060
332200	1	1	2	1	3060
133800	1	1	1	1	3060
349000	1	1	1	1	3060
185000	1	1	1	1	3060
80000	1	1	1	1	3060
212000	1	1	1	1	3060
190400	1	1	2	1	3060
362400	2	1	1	1	3060
158400	1	1	1	1	3060
97600	1	1	1	1	3060
222000	1	1	1	1	3060
222000	1	1	2	1	3060
445300	1	1	1	1	3060
184200	1	1	1	1	3060
430050	2	6	1	1	3060
223200	1	1	1	1	3060
156000	1	1	1	1	3060
535000	1	1	1	1	3060
551000	2	9	2	19	3060
630000	1	1	1	1	3060
90000	1	1	2	1	3060
796000	1	1	1	1	3060
506000	1	1	2	1	3060
534000	2	6	1	1	3060
683000	1	1	1	1	3060
683000	1	1	2	1	3060
121000	1	1	1	1	3060
439000	1	1	1	1	3060
85000	2	6	1	1	3060
85000	1	6	2	1	3060
144000	1	1	2	1	3060
300000	1	1	1	1	3060
300000	1	1	2	1	3060
130000	1	1	1	1	3060
276000	1	1	1	1	3060
403000	1	2	1	1	3060
403000	2	1	1	1	3060
150000	1	1	1	1	3060
237500	2	6	2	1	3060
269000	1	1	2	3	3060
160000	1	1	1	1	3060
48200	1	2	2	1	3060
57000	2	6	1	1	3060
291850	1	1	1	1	3060
4000	2	6	2	1	3060
289500	2	1	2	1	3060
398000	1	6	2	1	3060
398000	1	1	1	1	3060
284000	1	1	1	1	3060
25000	1	1	2	1	3060
105750	1	1	2	1	3060
80000	1	6	1	1	3060
183300	2	1	2	1	3060
96000	1	1	1	1	3060
96000	1	1	2	1	3060
185800	2	8	1	9	3060
257500	2	6	1	1	3060
124000	1	1	2	1	3060
75000	1	1	1	1	3060
120000	1	1	2	1	3060
160000	1	1	1	1	3060
235900	2	1	1	4	3060
656000	1	1	1	1	3060
403000	1	1	1	1	3060
314800	1	1	1	1	3060
278000	1	1	2	1	3060
987800	1	1	1	1	3060
987800	2	1	2	1	3060
300000	1	1	2	1	3060
210000	1	1	2	1	3060
423100	1	2	1	1	3060
418000	1	1	1	1	3060
36000	1	1	1	1	3060
371000	2	1	1	1	3060
125000	2	9	1	1	3060
125000	2	6	2	1	3060
377470	1	1	1	1	3060
420080	1	1	2	1	3060
220000	1	1	2	2	3060
220000	1	1	1	1	3060
226000	1	1	1	1	3060
179000	1	1	2	1	3060
150000	2	6	1	1	3060
53000	2	6	2	1	3060
391500	1	2	1	1	3060
334000	1	1	2	1	3060
125000	2	1	1	1	3060
597800	1	1	2	1	3060
146000	2	6	1	1	3060
402400	1	1	1	1	3060
168000	2	1	1	1	3060
91200	2	2	1	1	3060
138600	2	2	1	1	3060
200000	1	1	1	1	3060
200000	1	1	2	1	3060
65000	2	6	2	1	3060
49000	1	6	2	1	3060
251000	2	1	1	1	3060
960000	2	6	1	1	3060
960000	2	6	2	1	3060
230000	1	1	2	1	3060
292000	2	6	1	1	3060
292000	2	6	2	1	3060
197000	1	6	1	1	3060
565500	1	6	2	1	3060
115000	1	6	2	1	3060
69000	1	1	2	1	3060
220000	1	1	2	1	3060
694000	1	1	2	1	3060
694000	1	1	2	1	3060
95000	2	9	1	1	3060
221200	1	2	1	1	3060
103000	1	1	1	1	3060
486000	1	1	1	1	3060
486000	1	1	2	1	3060
330400	1	1	1	1	3060
120000	2	1	2	1	3060
137000	2	1	1	1	3060
58300	2	1	1	5	3060
1008000	2	6	1	1	3060
1008000	2	6	2	1	3060
359000	1	1	2	1	3060
806000	1	1	1	1	3060
309640	1	1	2	1	3060
54600	1	1	2	1	3060
387000	1	1	1	1	3060
130500	1	1	1	1	3060
130500	1	8	2	2	3060
333500	1	1	2	1	3060
162000	1	1	1	1	3060
485000	2	8	1	19	3060
80000	2	1	1	4	3060
50000	2	1	1	1	3060
324000	1	6	1	1	3060
396350	1	1	1	1	3060
40000	2	1	1	19	3060
36000	1	1	1	1	3060
65000	1	1	1	1	3060
401700	1	1	1	1	3060
582000	2	1	1	1	3060
132000	1	1	1	1	3060
242000	1	1	1	1	3060
40000	2	1	2	1	3060
97000	1	1	2	2	3060
501000	1	1	1	1	3060
144000	2	1	1	1	3060
120000	2	2	1	1	3060
181000	1	1	1	1	3060
8800	1	6	1	1	3060
84000	2	6	1	1	3060
336000	1	1	1	1	3060
150008	2	6	2	4	3060
336750	1	1	1	1	3060
82200	1	6	1	1	3060
523000	1	1	2	1	3060
523000	1	1	1	1	3060
165000	2	6	1	1	3060
326200	1	1	1	1	3060
134900	1	1	2	1	3060
133000	1	1	1	1	3060
455000	1	1	1	1	3060
418000	2	6	1	1	3060
35400	1	1	2	1	3060
55000	1	1	1	1	3060
226700	2	6	1	1	3060
60000	1	1	2	1	3060
244900	1	1	1	1	3060
331000	1	1	2	1	3060
285600	1	1	1	1	3060
207220	1	1	2	1	3060
376000	1	1	2	1	3060
264020	1	1	2	1	3060
145180	1	1	1	1	3060
358500	1	1	1	1	3060
220000	1	1	1	1	3060
452000	1	1	2	1	3060
294800	1	1	1	1	3060
164000	1	1	1	1	3060
42780	1	1	1	1	3060
333600	1	1	2	1	3060
400000	2	1	1	1	3060
400000	2	1	2	1	3060
150000	1	1	2	1	3060
45000	1	1	2	1	3060
123000	1	1	1	1	3060
114000	1	1	2	1	3060
203200	1	1	2	1	3060
236000	2	6	1	1	3060
236000	2	6	2	1	3060
276000	1	6	1	1	3060
276000	1	1	2	1	3060
381000	2	1	1	1	3060
507000	2	6	1	1	3060
422500	1	1	1	1	3060
422500	1	6	2	1	3060
270000	2	1	1	4	3060
270000	1	1	2	1	3060
356000	2	1	2	16	3060
100000	1	1	1	1	3060
39000	1	1	1	1	3060
275000	1	1	2	1	3060
145000	2	9	1	1	3060
338000	1	1	2	1	3060
205000	1	6	2	1	3060
714000	1	1	1	1	3060
184000	1	1	1	1	3060
24900	2	2	1	1	3060
776000	2	6	1	1	3060
340400	1	1	1	1	3060
55000	1	2	2	1	3060
371300	2	6	1	1	3060
328000	2	2	2	1	3060
110000	1	1	1	1	3060
324000	1	1	2	1	3060
50000	1	6	1	1	3060
63200	1	1	1	1	3060
230000	1	1	2	1	3060
640000	1	1	1	1	3060
426000	1	1	2	1	3060
198300	1	1	1	1	3060
52000	1	1	1	2	3060
252100	1	8	1	2	3060
324000	2	1	1	1	3060
84000	1	1	2	1	3060
345900	2	1	1	4	3060
100000	1	1	2	1	3060
457000	2	6	1	1	3060
166400	2	6	2	1	3060
82000	1	1	1	1	3060
524800	1	1	1	1	3060
170000	1	1	1	1	3060
353000	1	1	1	1	3060
658500	1	1	1	1	3060
400000	1	1	1	1	3060
160500	1	1	1	1	3060
260300	1	1	1	1	3060
60000	2	6	2	1	3060
558000	2	1	2	1	3060
402000	2	2	2	1	3060
45000	1	1	2	1	3060
177000	1	1	1	1	3060
213000	1	6	1	1	3060
213000	2	6	2	1	3060
143700	1	2	2	1	3060
4700	1	1	2	1	3060
138000	1	1	1	1	3060
946000	1	6	2	1	3060
406000	1	8	1	5	3060
437650	1	1	1	1	3060
168500	1	1	1	1	3060
-60000	1	1	2	1	3060
67000	2	1	1	1	3060
106000	1	1	1	1	3060
285200	1	1	2	1	3060
28000	1	1	2	1	3060
58000	1	1	1	1	3060
54000	2	6	2	1	3060
54000	1	6	1	1	3060
158800	2	6	1	1	3060
300000	1	1	2	1	3060
202000	1	1	2	1	3060
631001	1	1	1	3	3060
427000	1	1	1	1	3060
594000	1	1	2	1	3060
82000	1	1	1	1	3060
56000	1	1	1	1	3060
500000	1	1	2	1	3060
89600	1	1	1	1	3060
50000	2	6	2	1	3060
190000	2	1	1	1	3060
190000	1	1	2	1	3060
182800	1	1	2	1	3060
135000	1	1	1	1	3060
160000	2	2	1	1	3060
327000	1	1	1	1	3060
459910	1	1	2	1	3060
225000	2	6	1	1	3060
225000	2	6	2	1	3060
283000	1	1	1	1	3060
110600	1	1	1	1	3060
120000	2	6	1	1	3060
412000	1	1	1	1	3060
156000	1	1	1	1	3060
173000	2	1	1	14	3060
148000	1	1	1	13	3060
202000	2	6	1	1	3060
428500	1	1	1	1	3060
1009200	2	1	2	1	3060
110900	2	1	2	1	3060
326000	2	6	2	1	3060
170000	1	1	2	1	3060
170000	1	1	1	1	3060
530000	1	1	1	1	3060
438000	2	6	1	1	3060
264000	1	1	1	1	3060
148000	2	2	2	1	3060
361900	1	1	1	1	3060
68000	1	1	1	1	3060
27000	2	6	1	1	3060
953000	1	1	1	1	3060
69100	2	6	2	1	3060
121000	1	1	1	1	3060
405500	1	1	1	1	3060
150130	1	1	1	8	3060
294100	1	1	1	1	3060
90800	1	1	2	1	3060
80000	1	1	1	1	3060
471000	2	6	2	1	3060
404000	1	1	1	1	3060
379200	1	1	1	1	3060
433000	2	1	1	1	3060
180000	1	1	1	1	3060
175900	1	1	1	1	3060
338000	1	1	2	1	3060
317000	1	1	1	1	3060
403000	1	1	1	1	3060
133000	2	6	1	1	3060
133000	1	6	2	1	3060
102000	2	8	1	1	3060
99700	2	6	1	1	3060
520100	1	1	2	1	3060
328000	2	6	1	1	3060
330500	1	1	1	1	3060
518600	1	1	1	1	3060
78200	1	1	1	1	3060
163010	1	1	1	1	3060
484100	2	6	1	1	3060
484100	2	6	2	1	3060
331120	1	1	1	1	3060
63000	1	1	1	1	3060
341100	1	1	1	1	3060
150210	1	2	1	1	3060
179900	1	9	1	1	3060
81300	1	1	1	1	3060
601000	1	1	1	1	3060
601000	1	1	2	1	3060
323000	1	1	1	1	3060
165000	2	8	2	13	3060
593000	1	1	1	1	3060
345000	2	6	1	1	3060
112000	1	1	1	1	3060
315000	1	1	1	1	3060
252000	2	6	1	1	3060
252000	2	6	2	1	3060
186600	1	1	1	1	3060
184100	1	1	1	1	3060
253000	1	1	1	1	3060
60000	1	1	2	1	3060
200000	1	1	2	1	3060
175700	1	1	1	1	3060
463000	2	6	1	1	3060
124200	2	6	2	1	3060
483000	1	1	1	1	3060
418430	1	1	1	1	3060
66000	1	6	1	1	3060
327000	1	1	1	1	3060
331000	1	1	1	1	3060
351300	1	2	2	1	3060
107200	1	1	2	1	3060
348500	2	1	1	19	3060
276000	1	1	1	1	3060
226000	2	1	1	1	3060
38000	1	1	2	1	3060
210000	1	1	2	1	3060
114800	2	1	1	1	3060
637000	1	1	1	1	3060
81130	1	1	1	1	3060
226000	1	1	1	1	3060
66550	1	1	1	1	3060
295000	2	1	1	18	3060
337000	1	1	1	1	3060
203100	1	1	1	1	3060
394800	2	6	1	1	3060
324000	2	1	1	1	3060
505000	1	1	2	2	3060
505000	1	1	1	2	3060
250000	2	6	2	1	3060
294000	2	6	2	1	3060
403100	1	1	1	1	3060
414000	2	1	1	1	3060
414000	2	1	2	1	3060
130000	2	6	1	1	3060
352000	2	1	1	1	3060
268000	1	1	2	1	3060
124000	1	1	2	1	3060
687100	1	1	1	1	3060
687100	1	1	2	1	3060
599000	2	1	1	1	3060
416000	1	1	2	1	3060
416000	1	1	1	1	3060
52400	2	1	1	1	3060
150000	1	1	1	1	3060
160000	2	1	1	1	3060
331200	1	1	1	1	3060
24000	2	6	1	1	3060
403000	1	1	1	1	3060
106000	1	1	1	1	3060
32600	1	1	1	1	3060
478000	1	1	1	1	3060
393600	2	1	1	1	3060
354100	1	1	1	1	3060
401000	2	1	1	13	3060
401000	2	1	2	1	3060
50000	2	1	2	1	3060
250000	2	2	1	1	3060
256000	1	1	1	1	3060
148000	1	2	1	1	3060
459050	2	1	1	8	3060
57500	2	1	2	24	3060
470200	1	1	1	1	3060
195040	2	2	2	1	3060
160000	1	2	1	1	3060
341000	1	1	1	1	3060
331000	2	6	2	1	3060
56000	1	1	1	1	3060
80114	1	1	2	1	3060
122000	1	1	1	1	3060
315000	1	1	1	1	3060
612200	1	1	1	1	3060
612200	1	1	2	1	3060
472000	1	1	1	1	3060
135000	1	1	1	1	3060
225000	1	1	1	1	3060
45000	1	1	2	2	3060
235000	1	1	1	1	3060
173200	2	6	2	1	3060
67400	1	1	1	1	3060
139020	1	1	2	1	3060
163900	2	6	1	1	3060
230000	2	1	1	1	3060
253600	1	1	2	1	3060
431400	1	1	1	1	3060
105100	2	1	1	2	3060
180350	1	1	1	1	3060
398800	2	1	2	1	3060
258300	1	1	2	1	3060
560000	1	1	2	1	3060
180300	1	1	1	1	3060
330500	1	1	2	1	3060
224400	1	6	1	1	3060
397000	2	1	1	5	3060
398000	1	1	1	1	3060
573700	1	1	1	1	3060
573700	1	1	2	1	3060
381800	1	1	1	1	3060
167500	1	1	1	1	3060
84200	1	6	1	1	3060
618000	1	1	1	1	3060
166000	2	6	2	1	3060
200000	2	1	1	1	3060
169000	1	1	1	1	3060
241000	1	1	2	1	3060
70090	1	1	2	1	3060
261000	1	1	2	1	3060
181500	1	1	1	1	3060
200000	1	1	2	1	3060
142000	1	6	2	1	3060
290000	1	9	2	3	3060
290000	1	1	1	2	3060
244700	2	6	2	1	3060
404500	1	6	1	1	3060
404500	1	6	2	1	3060
347000	1	1	1	1	3060
103500	2	1	1	1	3060
549000	2	6	1	1	3060
285000	1	1	1	1	3060
484000	1	1	1	1	3060
141000	2	2	1	1	3060
54000	2	6	2	1	3060
218140	2	6	2	1	3060
270000	1	1	1	1	3060
203000	1	1	2	1	3060
150000	1	1	1	1	3060
402600	1	1	1	1	3060
140000	2	1	1	16	3060
48000	1	1	2	1	3060
48000	2	6	1	1	3060
184800	2	6	1	1	3060
430000	1	1	1	1	3060
429000	1	1	1	1	3060
200000	1	1	1	1	3060
297000	2	1	1	1	3060
78000	1	1	1	1	3060
78000	1	1	2	1	3060
33600	1	1	1	1	3060
180000	2	6	2	1	3060
200000	2	1	2	1	3060
224000	1	1	2	1	3060
224000	1	1	1	1	3060
552000	1	1	1	1	3060
413000	1	1	1	1	3060
402400	1	1	1	1	3060
175000	1	1	2	1	3060
529000	2	6	1	1	3060
529000	2	6	2	1	3060
368400	2	1	1	1	3060
64200	1	1	2	1	3060
403200	2	9	1	1	3060
54700	1	1	1	1	3060
193300	1	1	2	1	3060
282000	1	6	1	1	3060
202000	2	1	2	1	3060
560060	1	1	2	1	3060
134000	1	1	1	1	3060
52100	1	1	1	1	3060
219000	1	1	2	1	3060
194000	1	1	2	1	3060
194000	1	1	2	1	3060
483200	1	6	1	1	3060
352500	2	2	1	1	3060
273000	1	1	1	1	3060
84100	1	1	1	1	3060
37200	2	1	1	17	3060
366000	1	1	2	1	3060
67200	1	1	1	1	3060
616000	1	1	1	1	3060
616000	2	1	2	1	3060
119100	1	1	2	1	3060
521000	1	1	2	1	3060
427800	2	1	1	1	3060
460000	1	1	1	1	3060
460000	1	1	2	1	3060
214000	1	9	1	1	3060
165000	1	6	2	1	3060
50000	2	6	1	1	3060
50000	2	6	2	1	3060
352000	1	2	1	1	3060
263001	1	1	2	1	3060
170000	2	1	1	1	3060
215800	2	1	2	1	3060
250000	2	6	2	1	3060
